age,annual_income,monthly_savings,emergency_fund,risk_appetite,investment_goal,existing_investment_pct,debt_allocation,equity_allocation,mutual_fund_allocation
42,1905918,45747,480348,Medium,Retirement,0.042,8.66,54.66,36.68
21,526920,10132,21671,High,Emergency Fund,0.071,12.36,65.84,21.81
38,584025,6445,28415,Low,Tax Saving,0.15,22.77,38.61,38.62
38,1824287,30915,97306,High,Education,0.154,16.79,62.87,20.34
22,584463,8017,75344,Medium,Education,0.161,4.74,45.51,49.76
38,915361,14592,29184,High,Wealth Creation,0.145,12.83,68.01,19.16
44,1176724,27135,81993,Medium,Retirement,0.113,11.09,50.84,38.07
23,300000,5337,21195,Medium,Short-Term,0.091,4.65,35.83,59.52
24,412767,6454,12909,High,Wealth Creation,0.161,14.64,63.72,21.65
40,955584,14751,86691,Low,Emergency Fund,0.033,28.74,41.11,30.15
34,715636,9085,28117,Low,Retirement,0.095,25.12,49.13,25.74
36,1845919,26843,160464,Low,Emergency Fund,0.131,24.1,45.55,30.35
34,932109,18019,59514,High,Emergency Fund,0.196,11.51,67.02,21.47
35,1383156,31755,63511,High,Short-Term,0.156,21.99,44.88,33.14
21,487445,7051,40607,High,Education,0.154,17.7,63.49,18.81
40,1808308,39617,82753,High,Education,0.073,19.47,61.41,19.12
41,1248950,21614,131449,High,Retirement,0.201,16.16,65.23,18.61
30,709814,17607,70520,Medium,Tax Saving,0.128,4.6,57.72,37.68
31,735420,15128,65410,Low,Education,0.13,26.62,39.38,34.0
19,300000,5510,29857,High,Wealth Creation,0.158,14.04,64.93,21.03
36,1156015,24015,68677,Medium,Emergency Fund,0.108,4.78,54.77,40.44
36,843808,18547,118033,Medium,Education,0.073,4.96,44.01,51.03
31,545746,9461,40541,Medium,Retirement,0.183,4.64,66.14,29.23
40,1893499,54879,311241,Low,Emergency Fund,0.109,29.1,41.33,29.57
29,322671,4215,25524,Low,Retirement,0.097,19.83,53.72,26.45
36,669697,13034,125523,Medium,Short-Term,0.231,5.18,35.23,59.59
23,1011685,21726,43452,Medium,Wealth Creation,0.029,14.48,65.48,20.04
31,900622,19880,53485,Medium,Emergency Fund,0.084,4.8,59.09,36.11
30,694885,8386,41892,Medium,Short-Term,0.151,4.54,34.14,61.32
33,924286,27384,54768,Medium,Short-Term,0.017,4.65,34.22,61.13
29,752936,10187,27119,Low,Wealth Creation,0.145,17.17,58.29,24.55
30,300000,6781,23761,Medium,Education,0.107,4.43,46.81,48.76
38,742182,14545,29091,High,Education,0.21,20.65,60.52,18.84
28,1747874,40457,259601,High,Wealth Creation,0.078,14.45,64.59,20.96
19,300000,5133,33095,High,Wealth Creation,0.057,13.0,66.87,20.13
45,908694,10651,21303,High,Tax Saving,0.237,8.24,52.45,39.3
43,741543,17893,67598,Low,Retirement,0.049,35.43,42.0,22.57
21,466542,8645,18088,High,Retirement,0.098,12.93,65.16,21.91
37,625800,12210,64040,Medium,Tax Saving,0.205,4.63,54.4,40.97
27,869659,8699,42071,Medium,Emergency Fund,0.044,4.79,58.51,36.7
34,903581,25114,66070,Medium,Wealth Creation,0.178,14.47,65.86,19.67
34,1286570,15744,236171,Low,Tax Saving,0.04,19.35,40.52,40.14
30,374263,5544,37151,Low,Wealth Creation,0.16,16.0,57.46,26.54
25,483671,9191,18383,High,Wealth Creation,0.185,12.44,65.58,21.97
26,534387,10698,28878,Medium,Wealth Creation,0.124,11.55,69.42,19.03
24,744957,16837,201102,Medium,Short-Term,0.234,4.5,33.25,62.24
25,362615,4776,12609,High,Short-Term,0.089,26.22,43.28,30.5
31,1275876,37816,91960,Low,Emergency Fund,0.049,19.81,49.52,30.67
26,1236608,19891,112124,High,Wealth Creation,0.111,10.87,70.07,19.06
37,489731,10822,39544,Medium,Wealth Creation,0.093,12.53,65.3,22.17
43,780230,12006,109031,Medium,Short-Term,0.112,12.22,32.49,55.28
27,460758,12143,24286,Medium,Short-Term,0.121,4.62,33.84,61.54
33,3000000,43777,315400,Medium,Wealth Creation,0.023,12.89,66.9,20.2
35,656696,10694,123183,Medium,Tax Saving,0.117,4.77,56.11,39.12
35,2310460,53402,314683,High,Emergency Fund,0.027,13.17,67.92,18.91
32,357861,8914,119228,Low,Retirement,0.03,23.88,53.12,23.0
37,496198,10625,70952,Medium,Short-Term,0.182,6.36,33.56,60.08
35,560645,9903,19806,Low,Retirement,0.128,30.93,42.8,26.27
22,302510,5459,15799,High,Short-Term,0.057,22.47,47.41,30.12
38,786655,18218,84432,Medium,Short-Term,0.023,5.27,32.53,62.19
39,606182,15317,30635,Medium,Retirement,0.107,7.06,54.68,38.25
25,365361,5684,12245,High,Short-Term,0.17,22.02,47.55,30.43
32,1518111,16083,40539,Medium,Short-Term,0.117,4.54,33.38,62.08
37,1847787,22064,87651,Medium,Education,0.132,5.06,45.09,49.86
30,1251647,29393,128932,Medium,Retirement,0.089,4.61,64.1,31.29
40,1320952,24511,73344,Medium,Wealth Creation,0.092,13.36,65.57,21.06
50,1268667,19484,38969,Low,Wealth Creation,0.001,27.02,42.54,30.45
25,439942,6415,31654,High,Short-Term,0.106,24.24,44.82,30.94
20,300000,8077,90132,Medium,Property Purchase,0.214,4.52,59.76,35.72
34,1008051,24410,260574,Medium,Retirement,0.071,4.86,63.33,31.81
37,442250,8672,130088,High,Wealth Creation,0.087,13.37,65.73,20.91
30,387679,8817,29306,Medium,Wealth Creation,0.062,12.49,65.5,22.01
43,2078394,42889,292184,High,Retirement,0.1,15.35,62.37,22.28
21,1508561,24082,98844,High,Property Purchase,0.06,15.08,66.79,18.13
37,1125076,23201,46403,Medium,Property Purchase,0.172,4.78,55.72,39.5
27,1221374,21768,118928,Low,Wealth Creation,0.157,17.61,56.89,25.5
45,943855,24096,48193,Medium,Emergency Fund,0.149,11.55,49.97,38.48
47,514713,10828,40124,Low,Wealth Creation,0.114,26.14,43.13,30.73
25,861491,18664,136375,High,Emergency Fund,0.042,12.9,66.51,20.59
27,900707,15934,31869,Low,Tax Saving,0.12,18.78,43.18,38.04
38,962425,19041,38082,Medium,Wealth Creation,0.167,12.45,65.86,21.69
28,581544,12961,25923,Medium,Wealth Creation,0.016,13.07,65.13,21.8
31,1319774,27333,58745,High,Wealth Creation,0.027,12.6,67.86,19.54
32,417957,10015,67175,Medium,Short-Term,0.222,4.79,34.25,60.96
18,300000,6645,72391,High,Wealth Creation,0.17,13.57,66.69,19.74
31,408100,7889,66350,Low,Education,0.102,27.27,39.37,33.35
26,644068,11707,23848,Medium,Short-Term,0.182,4.46,33.0,62.54
28,339118,6825,13651,Medium,Retirement,0.218,4.59,64.94,30.47
43,688975,14836,38399,Low,Retirement,0.027,36.54,39.5,23.96
21,326538,4498,23272,High,Property Purchase,0.158,14.42,65.62,19.96
38,780533,13252,26504,Medium,Wealth Creation,0.24,14.75,64.37,20.89
29,300000,3423,16716,Low,Education,0.118,26.27,40.45,33.28
29,731329,15200,148223,High,Short-Term,0.005,22.94,46.77,30.29
38,1919285,31094,390048,High,Education,0.175,19.1,59.94,20.97
34,887288,12476,37722,Medium,Retirement,0.205,4.72,63.99,31.3
36,2178751,37698,211943,Medium,Wealth Creation,0.018,13.14,66.45,20.41
39,2100940,25131,56813,Medium,Education,0.227,5.87,43.16,50.96
29,1090308,13320,26640,Medium,Tax Saving,0.082,4.67,57.66,37.67
27,656313,9993,61089,High,Property Purchase,0.066,12.15,65.64,22.21
23,540213,7617,15235,Medium,Short-Term,0.053,4.45,34.73,60.82
25,924960,18714,59490,Low,Retirement,0.016,19.77,54.2,26.03
50,948682,10333,20667,Low,Retirement,0.07,43.51,32.8,23.69
41,322846,5792,55233,Medium,Emergency Fund,0.123,5.24,53.75,41.01
21,644542,7373,23007,Medium,Wealth Creation,0.123,12.98,67.28,19.75
21,300000,7794,95915,Low,Short-Term,0.15,35.01,28.17,36.81
35,475171,6911,44486,Medium,Retirement,0.083,4.8,55.79,39.4
36,859568,13886,51336,Low,Tax Saving,0.283,21.67,40.54,37.79
36,812079,19845,45098,Low,Retirement,0.143,28.35,47.78,23.86
29,300000,3463,6926,Low,Education,0.033,25.8,39.26,34.94
30,800583,17182,99724,Medium,Short-Term,0.071,4.48,34.6,60.92
34,1456189,38820,121404,High,Retirement,0.058,15.71,64.59,19.71
32,389831,6757,41589,High,Retirement,0.154,15.53,64.45,20.03
18,858300,11509,42610,Medium,Emergency Fund,0.071,4.63,59.37,36.0
30,300000,3758,20081,High,Short-Term,0.193,25.2,43.59,31.21
25,2065107,43562,284414,Low,Short-Term,0.181,31.54,28.99,39.47
33,613377,10472,29704,Medium,Property Purchase,0.065,4.72,56.99,38.29
50,1309560,12431,54605,Medium,Retirement,0.098,15.49,46.45,38.05
34,300000,5743,13860,Low,Tax Saving,0.096,20.8,39.19,40.01
29,662142,12624,39291,Medium,Short-Term,0.082,4.52,33.15,62.33
39,1071646,15958,31916,High,Short-Term,0.161,25.31,44.78,29.91
35,803885,18211,36423,Medium,Wealth Creation,0.066,13.27,65.65,21.08
35,594908,5380,10760,Low,Tax Saving,0.111,19.41,39.54,41.06
36,493798,10559,36606,Medium,Wealth Creation,0.196,16.42,62.16,21.42
48,2288424,53778,107557,Medium,Retirement,0.142,17.32,45.55,37.13
22,533594,13355,60122,High,Education,0.011,18.88,60.37,20.75
35,2129120,47824,116477,Medium,Short-Term,0.099,4.97,33.78,61.25
24,411762,6882,40622,High,Wealth Creation,0.032,13.5,65.76,20.74
36,663372,12429,38189,High,Tax Saving,0.124,9.16,51.43,39.41
24,923725,12518,109872,High,Wealth Creation,0.184,14.27,66.56,19.17
28,300000,4552,9105,High,Wealth Creation,0.117,15.04,65.02,19.94
29,333631,5400,14406,Medium,Wealth Creation,0.048,11.78,68.14,20.08
39,1825937,37145,74291,Medium,Short-Term,0.048,9.68,31.06,59.26
39,462194,4623,21696,Medium,Property Purchase,0.21,4.93,55.01,40.06
22,300000,5592,11184,Medium,Tax Saving,0.122,4.62,57.36,38.02
32,2334918,40695,81391,Medium,Education,0.18,4.79,45.13,50.09
26,300000,7787,55194,High,Education,0.165,22.88,59.78,17.34
21,556502,11553,30487,Medium,Education,0.081,4.41,44.86,50.73
30,736501,8413,28301,Low,Education,0.163,27.72,39.02,33.25
29,300000,6021,12422,High,Emergency Fund,0.1,12.99,66.12,20.89
50,1022173,22900,60346,Medium,Retirement,0.122,18.78,45.6,35.61
35,1094862,20919,44269,Low,Wealth Creation,0.069,20.71,55.01,24.27
20,586866,9819,45521,High,Wealth Creation,0.114,16.27,64.72,19.01
27,1095485,22547,45095,Medium,Wealth Creation,0.143,15.02,64.3,20.68
40,756315,16433,33732,Low,Property Purchase,0.032,27.47,42.5,30.02
48,1790560,54777,188317,Low,Emergency Fund,0.043,33.12,36.99,29.89
19,300000,7739,37994,High,Wealth Creation,0.046,11.93,67.24,20.83
18,300000,6369,23386,Medium,Wealth Creation,0.108,12.64,66.88,20.48
46,516039,9448,65946,Low,Property Purchase,0.084,31.67,38.1,30.23
35,344348,3982,7965,Medium,Emergency Fund,0.075,4.93,57.05,38.01
25,1056220,20947,41895,Medium,Retirement,0.093,4.6,64.25,31.16
36,345366,5547,11095,High,Wealth Creation,0.061,16.05,65.08,18.86
18,471485,11319,54476,High,Wealth Creation,0.053,13.53,66.94,19.54
32,639968,8847,17694,Low,Education,0.034,28.33,36.66,35.01
34,766849,15406,65052,Medium,Emergency Fund,0.109,4.81,56.37,38.83
39,2118693,54883,121504,Medium,Wealth Creation,0.144,13.79,67.29,18.92
23,420647,8422,41961,Medium,Wealth Creation,0.306,13.46,66.04,20.5
32,1107241,25376,331972,Medium,Retirement,0.054,4.69,62.44,32.87
24,577791,13045,32923,High,Education,0.166,21.07,60.65,18.27
34,731242,21429,82383,Medium,Tax Saving,0.139,4.87,58.17,36.96
24,2269351,38862,77725,High,Tax Saving,0.108,9.28,52.22,38.49
28,300000,3547,9857,Low,Education,0.109,25.94,38.08,35.97
24,1193825,14266,58462,Medium,Emergency Fund,0.071,4.57,59.01,36.42
37,1305085,14904,77127,High,Retirement,0.101,12.49,67.72,19.79
38,691244,10682,38809,Low,Wealth Creation,0.042,19.29,52.7,28.01
30,1868807,38579,77158,Medium,Wealth Creation,0.086,15.7,66.54,17.76
32,300000,5727,11454,Medium,Wealth Creation,0.035,14.5,66.85,18.65
20,336560,6441,14065,Medium,Property Purchase,0.21,4.63,57.6,37.77
29,334185,5765,19566,High,Tax Saving,0.105,10.1,52.76,37.13
31,947517,28078,66891,Medium,Wealth Creation,0.048,13.4,64.25,22.35
50,615379,12215,89578,Medium,Retirement,0.2,17.28,44.7,38.02
23,684158,16248,32496,Low,Retirement,0.068,22.41,52.37,25.22
43,932469,15953,37828,Medium,Education,0.166,12.02,40.02,47.96
39,712078,14559,29118,High,Retirement,0.118,17.61,61.91,20.48
34,1017831,16097,32195,Medium,Retirement,0.092,4.58,60.66,34.76
46,937726,9990,36775,Medium,Emergency Fund,0.258,9.93,49.36,40.71
34,429018,7527,15055,Medium,Tax Saving,0.152,4.95,56.31,38.74
35,3000000,47251,382289,High,Wealth Creation,0.098,14.36,66.52,19.12
31,551976,9448,42465,Low,Wealth Creation,0.141,17.46,58.58,23.96
41,300000,4776,9553,Medium,Retirement,0.078,7.62,52.41,39.97
40,584822,7336,34340,Medium,Emergency Fund,0.099,5.37,53.69,40.94
26,300000,4070,9728,High,Wealth Creation,0.08,12.81,66.77,20.43
21,798077,10014,21523,Medium,Short-Term,0.185,4.77,33.59,61.64
30,860416,14096,138144,High,Tax Saving,0.11,9.7,50.39,39.91
25,749448,6541,55557,High,Wealth Creation,0.184,13.94,63.47,22.59
31,590503,8715,17431,Medium,Wealth Creation,0.052,14.12,65.43,20.45
41,843558,17393,39378,Medium,Tax Saving,0.115,6.53,53.62,39.85
28,527139,10886,45043,Medium,Education,0.147,4.55,46.52,48.93
31,706181,12075,24150,Medium,Education,0.219,4.48,46.6,48.93
32,1257181,21598,43196,Medium,Wealth Creation,0.037,13.24,66.72,20.04
38,1125156,23246,64363,Medium,Tax Saving,0.255,5.09,54.81,40.1
18,539980,13256,26513,Low,Wealth Creation,0.036,17.7,59.02,23.28
27,848377,8867,39025,Low,Wealth Creation,0.122,16.8,57.66,25.55
33,1346886,21157,42314,Low,Short-Term,0.06,38.7,28.12,33.19
41,1176866,22962,55031,Medium,Tax Saving,0.042,6.45,54.06,39.49
28,808167,13095,157923,Medium,Property Purchase,0.266,4.67,57.98,37.35
18,816272,10016,56541,Low,Short-Term,0.16,34.87,28.13,37.01
36,586390,10045,60483,Medium,Property Purchase,0.136,4.79,55.49,39.73
26,372778,7982,84207,High,Short-Term,0.193,23.77,45.91,30.31
22,300000,8974,31458,Medium,Wealth Creation,0.109,12.82,67.67,19.51
27,697644,16911,33822,High,Wealth Creation,0.168,13.98,66.35,19.66
30,300000,5954,11908,Medium,Retirement,0.099,4.62,64.51,30.87
27,830065,14957,73249,Medium,Education,0.142,4.53,46.33,49.13
18,374633,9060,20283,Medium,Wealth Creation,0.195,13.5,65.96,20.54
39,1835986,34488,299201,Medium,Wealth Creation,0.135,17.1,63.04,19.86
42,671535,14316,28632,Low,Short-Term,0.068,48.63,23.82,27.55
37,779207,10788,37669,Medium,Wealth Creation,0.144,13.23,66.84,19.94
22,1024413,13672,27344,Medium,Short-Term,0.016,4.74,32.37,62.89
30,1627379,28784,199799,Low,Wealth Creation,0.05,15.62,59.07,25.3
31,497821,5531,11062,High,Education,0.15,18.58,61.26,20.16
36,969989,14353,34357,Medium,Tax Saving,0.045,5.03,54.84,40.13
37,1054406,20518,171474,Low,Tax Saving,0.141,21.31,39.79,38.9
26,754747,14269,45485,Medium,Wealth Creation,0.119,14.38,67.17,18.45
32,654687,11474,56103,High,Short-Term,0.237,22.32,46.25,31.44
35,1815223,16553,50519,Low,Wealth Creation,0.053,19.6,55.14,25.25
43,335047,5750,46162,High,Wealth Creation,0.073,12.46,67.73,19.81
37,691978,18599,68412,Medium,Education,0.15,6.76,45.82,47.42
38,1187725,26074,52149,Medium,Short-Term,0.153,6.21,33.8,59.99
32,1008798,11860,120559,High,Wealth Creation,0.15,13.97,66.36,19.68
43,2323891,67044,134088,Low,Retirement,0.085,36.91,40.76,22.33
35,1707372,27039,54078,Low,Retirement,0.09,29.67,45.8,24.53
25,486809,10377,45910,Medium,Wealth Creation,0.182,14.45,66.67,18.87
43,2248213,40754,81508,Medium,Retirement,0.056,10.45,49.69,39.86
37,579592,10124,32703,Medium,Tax Saving,0.084,6.08,53.96,39.96
28,1156181,14213,28426,Low,Retirement,0.064,22.57,51.34,26.09
28,1938318,22866,78456,High,Wealth Creation,0.002,15.8,66.76,17.44
34,1677659,22630,45261,Low,Wealth Creation,0.075,19.55,55.85,24.61
35,897845,12308,32110,Low,Emergency Fund,0.127,24.94,44.29,30.77
33,646957,10040,44577,Low,Education,0.044,30.13,36.86,33.02
34,324624,5569,28902,High,Retirement,0.048,15.39,64.38,20.23
45,1313235,33081,352704,High,Retirement,0.134,14.87,65.65,19.48
40,493874,13007,29484,Medium,Emergency Fund,0.076,7.38,51.12,41.5
33,489692,9712,89784,Medium,Retirement,0.101,4.75,62.73,32.52
39,459244,12287,54667,Medium,Short-Term,0.07,7.17,33.24,59.58
23,412314,11100,22201,Low,Wealth Creation,0.118,16.8,59.07,24.12
35,815779,12511,76431,High,Tax Saving,0.062,10.41,50.29,39.3
46,1310231,17185,34370,Medium,Retirement,0.231,13.68,50.19,36.13
30,492682,10586,21172,Low,Retirement,0.081,20.91,55.4,23.69
25,1102586,17169,34339,Medium,Short-Term,0.005,4.71,36.21,59.09
26,546821,13700,27400,Medium,Short-Term,0.137,4.41,33.52,62.06
23,331672,6140,12280,High,Retirement,0.104,15.76,64.47,19.77
25,679291,14555,29111,High,Tax Saving,0.148,10.35,49.55,40.11
29,2195520,56823,173971,Low,Retirement,0.042,20.95,55.56,23.49
20,573327,10594,138965,High,Property Purchase,0.038,13.64,64.45,21.91
32,605779,9001,18002,Low,Emergency Fund,0.099,24.08,48.02,27.9
39,372112,7356,29085,Low,Tax Saving,0.033,21.8,38.88,39.32
24,498330,6015,17302,Low,Wealth Creation,0.136,18.53,57.5,23.96
44,1213384,22746,45493,Low,Wealth Creation,0.031,26.12,46.32,27.57
36,675345,13770,130700,Low,Retirement,0.138,28.68,46.25,25.08
40,352006,5838,11677,Low,Retirement,0.116,34.5,42.24,23.26
26,371240,7975,15951,High,Wealth Creation,0.064,13.38,66.41,20.21
38,2204112,33569,67138,Low,Wealth Creation,0.151,21.26,52.53,26.21
23,1256790,28373,71184,Medium,Wealth Creation,0.054,11.42,67.7,20.88
39,545172,12689,54869,Medium,Retirement,0.14,8.54,55.82,35.64
33,1174422,32067,133887,High,Tax Saving,0.294,9.37,50.7,39.93
36,424344,7807,15615,Medium,Education,0.173,4.9,44.87,50.23
22,1195746,19942,54014,Medium,Retirement,0.149,4.61,63.5,31.89
24,661497,17796,142719,High,Education,0.097,20.79,60.15,19.05
36,1537081,27789,111261,Medium,Short-Term,0.089,6.07,35.47,58.45
24,300000,5332,65595,Medium,Retirement,0.244,4.53,62.74,32.74
35,1265374,19046,141913,Low,Wealth Creation,0.174,19.09,55.1,25.81
21,474383,13211,83264,Low,Tax Saving,0.14,17.74,43.13,39.14
38,1533233,34735,113519,Medium,Education,0.03,5.03,44.25,50.71
22,871743,20635,70374,High,Retirement,0.112,13.64,66.4,19.96
36,895102,25796,211615,Medium,Retirement,0.201,4.79,55.04,40.18
37,610250,10804,34513,High,Emergency Fund,0.079,13.06,66.88,20.05
26,974899,26323,97566,Medium,Wealth Creation,0.096,13.5,67.12,19.38
36,835692,21428,64574,Medium,Retirement,0.02,4.73,54.24,41.04
34,475110,7980,27316,Low,Wealth Creation,0.023,17.87,55.7,26.43
27,369761,7890,15781,Medium,Wealth Creation,0.131,14.07,66.15,19.78
23,300000,8480,22573,Medium,Short-Term,0.033,4.68,34.5,60.82
18,300000,4791,47299,High,Retirement,0.05,14.19,66.91,18.9
34,1588958,37271,74543,Medium,Emergency Fund,0.022,4.63,57.91,37.47
19,486249,6290,17238,Medium,Property Purchase,0.072,4.48,59.59,35.93
32,559654,15593,75345,Low,Tax Saving,0.101,18.88,40.44,40.67
29,1130193,18683,69584,Low,Retirement,0.128,21.44,54.06,24.5
37,537558,9305,18610,Medium,Retirement,0.136,4.94,56.25,38.82
29,730192,12707,38055,Medium,Short-Term,0.279,4.53,34.37,61.1
29,614212,8360,16721,Low,Wealth Creation,0.092,15.67,59.72,24.61
37,1430581,29717,59435,High,Property Purchase,0.172,11.65,66.85,21.5
34,317131,6252,21835,Medium,Property Purchase,0.043,4.95,56.78,38.27
34,488283,5704,33830,Medium,Tax Saving,0.149,4.72,56.49,38.79
35,315775,5947,14921,Medium,Education,0.177,4.89,44.17,50.94
19,379006,6151,14808,Low,Short-Term,0.192,32.67,29.27,38.06
38,1864519,36849,196912,Medium,Emergency Fund,0.155,5.07,55.01,39.92
36,644250,17946,94633,Medium,Retirement,0.107,4.98,56.82,38.19
23,402390,8515,17031,High,Tax Saving,0.075,11.6,50.11,38.28
30,1182995,16702,250537,Medium,Wealth Creation,0.227,13.02,68.16,18.82
31,1409042,20948,129253,High,Tax Saving,0.043,11.15,52.22,36.63
30,685676,17775,68663,Medium,Tax Saving,0.044,4.56,58.09,37.34
34,1231747,22253,44507,Medium,Wealth Creation,0.038,13.31,65.53,21.17
43,543056,6395,25125,High,Retirement,0.051,14.67,65.52,19.81
40,2209041,23830,59140,Medium,Tax Saving,0.091,4.98,54.17,40.85
21,1769813,38052,208738,Medium,Property Purchase,0.211,4.71,59.54,35.75
36,1195456,30777,192219,Medium,Tax Saving,0.14,5.14,56.47,38.39
42,300000,3359,9034,Medium,Tax Saving,0.054,6.94,55.42,37.64
35,591879,12900,73952,Medium,Tax Saving,0.123,4.9,56.02,39.08
40,1398464,27144,54289,Medium,Property Purchase,0.114,8.62,53.2,38.18
48,894942,16599,91340,Low,Retirement,0.082,39.68,38.12,22.2
40,2048289,49532,297068,Medium,Retirement,0.103,7.1,53.83,39.07
33,1138347,12151,61352,Medium,Education,0.089,4.75,46.29,48.96
40,627676,9805,117858,Medium,Wealth Creation,0.193,13.93,63.0,23.07
33,794204,9589,20066,Medium,Short-Term,0.187,4.84,34.49,60.67
32,441477,9330,27865,High,Short-Term,0.133,24.15,42.87,32.99
29,609187,10400,20800,Low,Emergency Fund,0.006,20.84,48.37,30.79
44,761885,16547,33094,Medium,Retirement,0.168,10.89,52.25,36.86
25,1186440,10020,20041,High,Short-Term,0.096,23.09,43.14,33.77
44,3000000,39204,78408,Medium,Tax Saving,0.03,10.71,48.99,40.3
35,360139,9285,28880,Medium,Retirement,0.14,4.81,57.18,38.01
20,300000,5760,24455,High,Short-Term,0.078,25.33,43.32,31.35
34,710874,9838,19677,Low,Emergency Fund,0.112,24.93,44.79,30.28
18,300000,4429,38621,Low,Wealth Creation,0.116,17.01,57.27,25.72
37,899705,25155,76421,High,Wealth Creation,0.041,12.9,68.57,18.53
39,1452970,25985,51970,Medium,Education,0.214,5.79,44.34,49.87
27,1547860,25673,124717,Low,Retirement,0.125,20.23,53.85,25.92
32,874213,22202,137500,Medium,Retirement,0.162,4.67,63.21,32.12
47,1015990,13908,42466,Medium,Tax Saving,0.042,10.27,48.56,41.17
27,300000,5366,10732,High,Retirement,0.037,13.08,67.54,19.38
23,546741,9648,19297,Low,Property Purchase,0.075,22.7,44.89,32.41
43,1092057,22197,228576,Low,Wealth Creation,0.117,25.19,46.07,28.74
47,1676332,47961,114958,Medium,Retirement,0.181,14.14,46.59,39.27
32,490764,4947,36873,High,Education,0.066,18.87,61.97,19.16
40,733509,14038,42660,Medium,Wealth Creation,0.12,15.7,63.47,20.82
42,419508,6032,12064,Medium,Retirement,0.049,11.2,50.35,38.45
26,300000,5806,31449,Medium,Tax Saving,0.05,4.59,58.29,37.12
28,335756,8353,58810,Medium,Education,0.067,4.53,45.85,49.62
41,388280,8274,52774,Low,Retirement,0.175,35.2,41.21,23.59
45,1330362,17511,68895,Low,Retirement,0.048,37.29,37.67,25.04
36,632097,11319,39783,Medium,Short-Term,0.12,5.0,35.14,59.85
